month,regional_team,bnf_code,bnf_name,drug,items,quantity
2022-11-01,Y58,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,2681,3229.0
2022-07-01,Y61,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,2574,3047.0
2024-06-01,Y58,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,386,493.0
2024-02-01,Y63,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,1583,1890.0
2020-08-01,Y56,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,226,351.0
2020-12-01,Y62,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,1014,1209.0
2023-08-01,Y58,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,1715,2173.0
2024-02-01,Y59,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,978,1406.0
2023-07-01,Y63,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,5135,6363.0
2023-07-01,Y61,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,3361,4595.0
2021-03-01,Y61,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,1363,1648.0
2024-05-01,Y62,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,639,793.0
2020-02-01,Y60,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,1360,1641.0
2020-05-01,Y56,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,209,313.0
2023-09-01,Y62,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,2074,2634.0
2022-07-01,Y59,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,2981,3871.0
2020-09-01,Y60,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,1824,2201.0
2020-10-01,Y62,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,854,1033.0
2024-11-01,Y60,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,583,766.0
2023-11-01,Y59,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,2661,3840.0
2024-04-01,Y61,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,1059,1385.0
2021-03-01,Y59,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,1572,1976.0
2022-06-01,Y56,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,773,1076.0
2023-09-01,Y61,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,2969,4002.0
2021-08-01,Y62,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,1460,1683.0
2020-04-01,Y63,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,1811,2070.0
2022-01-01,Y63,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,3798,4255.0
2021-05-01,Y56,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,410,607.0
2020-06-01,Y61,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,689,857.0
2021-06-01,Y59,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,1869,2386.0
2024-01-01,Y59,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,2375,3378.0
2023-06-01,Y58,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,2369,2840.0
2020-07-01,Y59,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,1195,1534.0
2023-05-01,Y61,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,2845,3546.0
2025-01-01,Y60,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,1056,1408.0
2025-02-01,Y61,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,617,764.0
2021-02-01,Y59,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,1341,1694.0
2021-12-01,Y61,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,2105,2429.0
2024-04-01,Y62,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,919,1128.0
2020-11-01,Y60,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,1865,2225.0
2023-09-01,Y60,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,4789,6575.0
2024-06-01,Y56,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,559,935.0
2021-04-01,Y60,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,2476,2925.0
2022-02-01,Y63,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,3679,4123.0
2021-07-01,Y62,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,1515,1761.0
2020-01-01,Y59,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,765,969.0
2024-11-01,Y59,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,362,515.0
2022-08-01,Y59,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,3065,3980.0
2020-02-01,Y56,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,166,245.0
2024-01-01,Y58,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,1312,1637.0
2024-02-01,Y58,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,596,727.0
2022-09-01,Y63,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,5312,6299.0
2020-04-01,Y62,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,724,879.0
2023-12-01,Y61,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,2984,4039.0
2025-04-01,Y61,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,830,971.0
2024-05-01,Y61,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,644,913.0
2020-03-01,Y56,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,232,339.0
2020-02-01,Y59,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,882,1118.0
2022-04-01,Y60,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,3954,4653.0
2021-11-01,Y60,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,3232,3782.0
2024-10-01,Y59,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,504,745.0
2024-11-01,Y58,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,139,165.0
2024-10-01,Y61,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,512,692.0
2022-03-01,Y59,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,2741,3633.0
2025-03-01,Y61,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,705,898.0
2021-12-01,Y62,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,1813,2082.0
2021-05-01,Y58,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,1529,1852.0
2021-10-01,Y63,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,3523,3903.0
2023-02-01,Y63,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,4495,5173.0
2021-08-01,Y59,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,2059,2671.0
2024-04-01,Y60,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,2003,2629.0
2024-12-01,Y56,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,487,764.0
2020-10-01,Y56,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,285,442.0
2021-05-01,Y62,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,1187,1380.0
2021-07-01,Y60,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,2896,3408.0
2023-03-01,Y60,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,5041,6069.0
2022-12-01,Y58,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,2988,3701.0
2024-06-01,Y62,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,626,824.0
2022-07-01,Y60,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,4228,4875.0
2020-03-01,Y61,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,678,876.0
2023-07-01,Y56,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,1514,2553.0
2020-02-01,Y62,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,522,654.0
2020-08-01,Y62,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,718,849.0
2020-12-01,Y59,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,1454,1876.0
2023-04-01,Y59,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,3314,4593.0
2023-11-01,Y58,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,1621,1988.0
2022-10-01,Y61,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,3564,4685.0
2020-05-01,Y61,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,670,812.0
2021-09-01,Y60,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,3020,3510.0
2021-06-01,Y61,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,1640,1939.0
2024-02-01,Y62,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,954,1254.0
2023-02-01,Y61,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,2479,3025.0
2020-01-01,Y63,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,1341,1574.0
2023-02-01,Y62,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,2322,2782.0
2021-10-01,Y59,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,2166,2792.0
2021-12-01,Y63,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,3966,4439.0
2020-02-01,Y61,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,518,657.0
2021-07-01,Y58,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,1663,1997.0
2021-11-01,Y63,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,3735,4150.0
2020-07-01,Y63,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,1926,2201.0
2020-07-01,Y62,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,760,906.0
2024-08-01,Y61,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,590,763.0
2023-04-01,Y63,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,4757,5599.0
2023-03-01,Y62,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,2597,3140.0
2023-01-01,Y62,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,2542,3138.0
2020-02-01,Y63,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,1435,1664.0
2021-07-01,Y61,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,1681,2017.0
2023-12-01,Y60,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,4729,6457.0
2023-08-01,Y62,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,2356,3046.0
2020-03-01,Y63,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,1725,1986.0
2024-07-01,Y58,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,535,680.0
2022-12-01,Y56,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,1003,1578.0
2023-01-01,Y61,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,2764,3408.0
2022-06-01,Y62,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,2181,2520.0
2024-01-01,Y63,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,3668,4515.0
2020-07-01,Y61,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,776,965.0
2021-10-01,Y60,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,3133,3740.0
2024-03-01,Y56,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,962,1574.0
2021-05-01,Y60,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,2452,2886.0
2024-10-01,Y56,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,470,757.0
2023-05-01,Y62,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,2599,3196.0
2022-12-01,Y62,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,2809,3540.0
2023-01-01,Y60,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,4783,5842.0
2021-07-01,Y56,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,477,704.0
2021-06-01,Y62,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,1369,1605.0
2023-10-01,Y56,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,1329,2322.0
2024-04-01,Y59,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,951,1318.0
2021-02-01,Y63,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,2446,2745.0
2021-02-01,Y62,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,903,1066.0
2022-06-01,Y60,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,4303,5080.0
2022-04-01,Y56,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,702,999.0
2022-09-01,Y60,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,4736,5724.0
2025-02-01,Y63,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,758,873.0
2024-05-01,Y63,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,847,1065.0
2023-01-01,Y59,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,3235,4376.0
2023-03-01,Y56,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,1090,1639.0
2022-03-01,Y63,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,4394,4914.0
2023-04-01,Y62,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,2493,2909.0
2024-06-01,Y59,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,662,1023.0
2023-12-01,Y59,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,2781,4026.0
2023-01-01,Y63,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,4935,5708.0
2024-06-01,Y63,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,1090,1434.0
2022-08-01,Y61,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,2584,2990.0
2021-01-01,Y62,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,931,1113.0
2020-01-01,Y58,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,696,916.0
2023-03-01,Y58,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,2512,2986.0
2022-02-01,Y60,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,3444,4043.0
2021-09-01,Y62,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,1638,1936.0
2020-06-01,Y62,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,711,835.0
2024-04-01,Y58,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,525,645.0
2022-10-01,Y59,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,3816,5486.0
2025-03-01,Y60,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,1025,1234.0
2022-12-01,Y63,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,5847,7019.0
2022-04-01,Y58,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,2054,2448.0
2022-08-01,Y62,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,2302,2647.0
2020-01-01,Y62,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,508,600.0
2025-04-01,Y56,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,578,846.0
2022-01-01,Y58,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,1873,2256.0
2020-08-01,Y58,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,1017,1277.0
2021-01-01,Y58,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,1230,1519.0
2024-10-01,Y58,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,247,305.0
2024-09-01,Y60,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,895,1218.0
2022-09-01,Y58,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,2389,2839.0
2024-07-01,Y60,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,1698,2282.0
2023-12-01,Y63,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,4523,5513.0
2021-04-01,Y63,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,2926,3259.0
2022-02-01,Y58,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,1727,2067.0
2020-12-01,Y60,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,2153,2522.0
2025-02-01,Y60,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,920,1162.0
2025-02-01,Y58,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,275,320.0
2023-06-01,Y59,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,3355,4762.0
2022-09-01,Y61,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,2695,3224.0
2020-12-01,Y61,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,1117,1390.0
2023-12-01,Y62,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,2572,3517.0
2025-02-01,Y62,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,643,732.0
2023-07-01,Y62,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,2458,3237.0
2020-05-01,Y58,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,915,1139.0
2020-05-01,Y62,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,674,793.0
2021-10-01,Y61,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,1798,2090.0
2020-03-01,Y59,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,1038,1324.0
2020-10-01,Y60,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,1885,2249.0
2025-01-01,Y63,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,853,1047.0
2021-03-01,Y58,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,1468,1784.0
2021-02-01,Y61,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,1157,1423.0
2021-12-01,Y60,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,3664,4329.0
2021-08-01,Y61,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,1696,2047.0
2025-03-01,Y63,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,848,982.0
2024-02-01,Y61,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,1103,1448.0
2022-08-01,Y58,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,2196,2575.0
2025-01-01,Y62,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,671,827.0
2020-02-01,Y58,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,675,861.0
2021-06-01,Y60,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,2753,3270.0
2024-01-01,Y62,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,1973,2670.0
2024-11-01,Y56,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,408,635.0
2020-04-01,Y61,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,700,875.0
2021-10-01,Y56,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,548,813.0
2024-07-01,Y63,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,1371,1671.0
2021-08-01,Y63,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,3333,3695.0
2023-11-01,Y63,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,4163,5106.0
2022-11-01,Y56,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,972,1482.0
2020-08-01,Y63,0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,Semaglutide,1837,2089.0
