month,regional_team,chemical,bnf_name,items,quantity,total_list_size,rate
2025-04-01,Y56,Tirzepatide,Tirzepatide 7.5mg/0.6ml inj 2.4ml pf dispos dev,1425,1725.0,11124285,0.0001280981204634725
2024-06-01,Y61,Tirzepatide,Mounjaro KwikPen 12.5mg/0.6ml inj 2.4ml pre-filled pens,3,3.0,7292646,4.113733204655759e-07
2024-06-01,Y56,Tirzepatide,Tirzepatide 15mg/0.6ml inj 2.4ml pf dispos dev,2,3.0,11045840,1.8106364024827447e-07
2024-02-01,Y59,Tirzepatide,Tirzepatide 2.5mg/0.6ml inj 2.4ml pf dispos dev,2,8.0,9794496,2.0419631597174575e-07
2024-11-01,Y63,Tirzepatide,Tirzepatide 12.5mg/0.6ml inj 2.4ml pf dispos dev,22,32.0,9268562,2.3736152382645767e-06
2024-07-01,Y63,Tirzepatide,Tirzepatide 5mg/0.5ml inj pre-filled disposable devices,1,4.0,9231835,1.0832082679120674e-07
2024-09-01,Y56,Tirzepatide,Tirzepatide 15mg/0.6ml inj 2.4ml pf dispos dev,15,20.0,11051350,1.3573002393372756e-06
2025-01-01,Y59,Tirzepatide,Mounjaro KwikPen 12.5mg/0.6ml inj 2.4ml pre-filled pens,227,252.0,9878020,2.2980313868568804e-05
2025-02-01,Y61,Tirzepatide,Tirzepatide 5mg/0.6ml inj 2.4ml pf dispos dev,1747,1911.0,7341176,0.00023797277166492126
2025-03-01,Y59,Tirzepatide,Tirzepatide 15mg/0.6ml inj 2.4ml pf dispos dev,150,191.0,9881533,1.5179830902755676e-05
2025-06-01,Y56,Tirzepatide,Mounjaro KwikPen 10mg/0.6ml inj 2.4ml pre-filled pens,1488,1756.0,11130730,0.0001336839542419949
2025-03-01,Y61,Tirzepatide,Mounjaro 2.5mg/0.5ml solution for injection pre-filled pens,1,1.0,7341207,1.3621738223700817e-07
2024-10-01,Y61,Tirzepatide,Tirzepatide 12.5mg/0.6ml inj 2.4ml pf dispos dev,62,69.0,7316007,8.474568162660315e-06
2024-05-01,Y63,Tirzepatide,Mounjaro KwikPen 2.5mg/0.6ml inj 2.4ml pre-filled pens,1733,1891.0,9225693,0.0001878449673103148
2025-01-01,Y58,Tirzepatide,Tirzepatide 5mg/0.6ml inj 2.4ml pf dispos dev,4260,4747.0,6150482,0.0006926286427632826
2025-01-01,Y61,Tirzepatide,Mounjaro KwikPen 2.5mg/0.6ml inj 2.4ml pre-filled pens,2390,2555.0,7336059,0.0003257880014323767
2025-02-01,Y59,Tirzepatide,Mounjaro KwikPen 5mg/0.6ml inj 2.4ml pre-filled pens,11302,13368.0,9882898,0.0011435916873775284
2025-02-01,Y62,Tirzepatide,Mounjaro KwikPen 12.5mg/0.6ml inj 2.4ml pre-filled pens,192,197.0,7969966,2.4090441540152115e-05
2025-03-01,Y56,Tirzepatide,Mounjaro KwikPen 2.5mg/0.6ml inj 2.4ml pre-filled pens,2063,2360.0,11120160,0.00018551891339692954
2024-04-01,Y62,Tirzepatide,Mounjaro 5mg/0.5ml solution for injection pre-filled pens,8,33.0,7890348,1.0138969789418667e-06
2025-05-01,Y61,Tirzepatide,Tirzepatide 12.5mg/0.6ml inj 2.4ml pf dispos dev,254,264.0,7345292,3.457997313108859e-05
2025-04-01,Y59,Tirzepatide,Tirzepatide 7.5mg/0.6ml inj 2.4ml pf dispos dev,1301,1530.0,9884038,0.0001316263656614837
2024-05-01,Y60,Tirzepatide,Tirzepatide 10mg/0.6ml inj 2.4ml pf dispos dev,10,21.0,11935664,8.378251934705937e-07
2024-09-01,Y58,Tirzepatide,Tirzepatide 2.5mg/0.5ml inj pre-filled disposable devices,1,4.0,6130305,1.6312402074611296e-07
2024-10-01,Y63,Tirzepatide,Tirzepatide 12.5mg/0.6ml inj 2.4ml pf dispos dev,18,27.0,9256322,1.9446168791448696e-06
2024-11-01,Y61,Tirzepatide,Mounjaro KwikPen 5mg/0.6ml inj 2.4ml pre-filled pens,5568,6061.0,7327234,0.0007599047607869491
2025-02-01,Y58,Tirzepatide,Tirzepatide 5mg/0.6ml inj 2.4ml pf dispos dev,4065,4589.0,6150966,0.0006608718045263135
2025-02-01,Y60,Tirzepatide,Mounjaro KwikPen 12.5mg/0.6ml inj 2.4ml pre-filled pens,484,521.0,12018023,4.027284687340006e-05
2025-03-01,Y61,Tirzepatide,Tirzepatide 7.5mg/0.6ml inj 2.4ml pf dispos dev,913,960.0,7341207,0.00012436646998238845
2025-03-01,Y61,Tirzepatide,Tirzepatide 2.5mg/0.6ml inj 2.4ml pf dispos dev,886,955.0,7341207,0.00012068860066198923
2024-04-01,Y61,Tirzepatide,Tirzepatide 2.5mg/0.6ml inj 2.4ml pf dispos dev,198,280.0,7276535,2.7210753469886423e-05
2024-04-01,Y60,Tirzepatide,Mounjaro 2.5mg/0.5ml solution for injection pre-filled pens,145,391.0,11916420,1.2168084038662618e-05
2024-06-01,Y59,Tirzepatide,Tirzepatide 10mg/0.6ml inj 2.4ml pf dispos dev,26,27.0,9824332,2.6464903669786402e-06
2024-08-01,Y60,Tirzepatide,Mounjaro KwikPen 2.5mg/0.6ml inj 2.4ml pre-filled pens,4084,4591.0,11957938,0.00034153045449809155
2025-04-01,Y61,Tirzepatide,Mounjaro KwikPen 10mg/0.6ml inj 2.4ml pre-filled pens,1434,1541.0,7342352,0.00019530526458006917
2024-10-01,Y59,Tirzepatide,Mounjaro KwikPen 12.5mg/0.6ml inj 2.4ml pre-filled pens,100,114.0,9857536,1.0144522931491196e-05
2025-02-01,Y56,Tirzepatide,Tirzepatide 15mg/0.6ml inj 2.4ml pf dispos dev,158,209.0,11117003,1.4212463556949657e-05
2025-06-01,Y63,Tirzepatide,Tirzepatide 2.5mg/0.6ml inj 2.4ml pf dispos dev,1110,1182.0,9273184,0.00011969998654183936
2025-04-01,Y62,Tirzepatide,Mounjaro KwikPen 12.5mg/0.6ml inj 2.4ml pre-filled pens,298,302.0,7972232,3.7379745095225525e-05
2024-12-01,Y61,Tirzepatide,Tirzepatide 2.5mg/0.5ml inj pre-filled disposable devices,1,4.0,7332577,1.363777018638877e-07
2024-04-01,Y56,Tirzepatide,Tirzepatide 10mg/0.6ml inj 2.4ml pf dispos dev,1,1.0,11006217,9.085773976653377e-08
2024-08-01,Y61,Tirzepatide,Tirzepatide 5mg/0.5ml inj pre-filled disposable devices,1,4.0,7307085,1.3685347850750334e-07
2024-05-01,Y61,Tirzepatide,Mounjaro KwikPen 2.5mg/0.6ml inj 2.4ml pre-filled pens,1063,1283.0,7287451,0.00014586719005040309
2024-07-01,Y63,Tirzepatide,Mounjaro KwikPen 2.5mg/0.6ml inj 2.4ml pre-filled pens,2771,2973.0,9231835,0.00030015701103843385
2024-09-01,Y63,Tirzepatide,Tirzepatide 12.5mg/0.6ml inj 2.4ml pf dispos dev,18,22.0,9238877,1.9482887368237504e-06
2024-04-01,Y56,Tirzepatide,Mounjaro KwikPen 5mg/0.6ml inj 2.4ml pre-filled pens,73,115.0,11006217,6.632615002956965e-06
2024-04-01,Y58,Tirzepatide,Tirzepatide 2.5mg/0.5ml inj pre-filled disposable devices,21,67.0,6116668,3.433241758421415e-06
2024-06-01,Y61,Tirzepatide,Tirzepatide 5mg/0.6ml inj 2.4ml pf dispos dev,384,505.0,7292646,5.265578501959371e-05
2024-08-01,Y56,Tirzepatide,Mounjaro KwikPen 10mg/0.6ml inj 2.4ml pre-filled pens,105,136.0,11031060,9.518577543771858e-06
2024-08-01,Y56,Tirzepatide,Mounjaro KwikPen 7.5mg/0.6ml inj 2.4ml pre-filled pens,300,356.0,11031060,2.7195935839348167e-05
2024-08-01,Y56,Tirzepatide,Tirzepatide 10mg/0.6ml inj 2.4ml pf dispos dev,72,95.0,11031060,6.52702460144356e-06
2025-06-01,Y60,Tirzepatide,Mounjaro KwikPen 15mg/0.6ml inj 2.4ml pre-filled pens,1103,1171.0,12023842,9.173440569162503e-05
2025-04-01,Y58,Tirzepatide,Mounjaro KwikPen 7.5mg/0.6ml inj 2.4ml pre-filled pens,1948,2076.0,6149150,0.0003167917517055203
2024-10-01,Y61,Tirzepatide,Tirzepatide 7.5mg/0.6ml inj 2.4ml pf dispos dev,396,444.0,7316007,5.412788697441104e-05
2025-01-01,Y58,Tirzepatide,Mounjaro KwikPen 15mg/0.6ml inj 2.4ml pre-filled pens,149,175.0,6150482,2.4225743608387115e-05
2025-01-01,Y62,Tirzepatide,Tirzepatide 7.5mg/0.6ml inj 2.4ml pf dispos dev,973,1069.0,7965242,0.00012215573613457068
2025-02-01,Y58,Tirzepatide,Tirzepatide 10mg/0.6ml inj 2.4ml pf dispos dev,489,551.0,6150966,7.949970785076686e-05
2025-03-01,Y60,Tirzepatide,Mounjaro KwikPen 5mg/0.6ml inj 2.4ml pre-filled pens,15201,16397.0,12018637,0.0012647856824363694
2024-04-01,Y60,Tirzepatide,Mounjaro 5mg/0.5ml solution for injection pre-filled pens,67,179.0,11916420,5.622494004071693e-06
2025-06-01,Y61,Tirzepatide,Tirzepatide 12.5mg/0.6ml inj 2.4ml pf dispos dev,292,302.0,7348961,3.973350790676396e-05
2025-04-01,Y56,Tirzepatide,Tirzepatide 10mg/0.6ml inj 2.4ml pf dispos dev,1005,1224.0,11124285,9.034288495844902e-05
2024-07-01,Y63,Tirzepatide,Tirzepatide 2.5mg/0.5ml inj pre-filled disposable devices,3,12.0,9231835,3.249624803736202e-07
2024-10-01,Y63,Tirzepatide,Tirzepatide 5mg/0.6ml inj 2.4ml pf dispos dev,1953,2278.0,9256322,0.0002109909313872184
2024-09-01,Y61,Tirzepatide,Mounjaro KwikPen 5mg/0.6ml inj 2.4ml pre-filled pens,3933,4377.0,7311596,0.0005379126527231537
2024-09-01,Y59,Tirzepatide,Tirzepatide 2.5mg/0.5ml inj pre-filled disposable devices,1,4.0,9845426,1.0157000824545327e-07
2024-06-01,Y60,Tirzepatide,Tirzepatide 5mg/0.6ml inj 2.4ml pf dispos dev,811,1081.0,11944759,6.789588638833148e-05
2024-08-01,Y60,Tirzepatide,Tirzepatide 7.5mg/0.6ml inj 2.4ml pf dispos dev,368,457.0,11957938,3.077453654635105e-05
2024-03-01,Y63,Tirzepatide,Mounjaro KwikPen 2.5mg/0.6ml inj 2.4ml pre-filled pens,197,240.0,9213457,2.1381767994358688e-05
2025-05-01,Y60,Tirzepatide,Mounjaro 5mg/0.5ml solution for injection pre-filled pens,1,4.0,12021740,8.31826341278384e-08
2024-09-01,Y61,Tirzepatide,Tirzepatide 2.5mg/0.5ml inj pre-filled disposable devices,1,4.0,7311596,1.3676904467916444e-07
2024-05-01,Y59,Tirzepatide,Mounjaro KwikPen 5mg/0.6ml inj 2.4ml pre-filled pens,1428,1810.0,9818041,0.00014544653052477578
2024-11-01,Y59,Tirzepatide,Tirzepatide 12.5mg/0.6ml inj 2.4ml pf dispos dev,69,76.0,9869858,6.990982038444728e-06
2024-12-01,Y60,Tirzepatide,Mounjaro 5mg/0.5ml solution for injection pre-filled pens,3,6.0,12008375,2.498256425203244e-07
2025-06-01,Y58,Tirzepatide,Mounjaro KwikPen 2.5mg/0.6ml inj 2.4ml pre-filled pens,1820,1877.0,6149582,0.0002959550746701158
2025-06-01,Y61,Tirzepatide,Mounjaro KwikPen 12.5mg/0.6ml inj 2.4ml pre-filled pens,465,494.0,7348961,6.327425060494946e-05
2025-04-01,Y63,Tirzepatide,Tirzepatide 12.5mg/0.6ml inj 2.4ml pf dispos dev,71,81.0,9275991,7.65416870283725e-06
2023-12-01,Y61,Tirzepatide,Tirzepatide 2.5mg/0.5ml inj pre-filled disposable devices,1,4.0,7250533,1.379208949190356e-07
2024-10-01,Y62,Tirzepatide,Mounjaro 2.5mg/0.5ml solution for injection pre-filled pens,2,8.0,7946789,2.5167397800545606e-07
2024-05-01,Y59,Tirzepatide,Tirzepatide 2.5mg/0.6ml inj 2.4ml pf dispos dev,678,914.0,9818041,6.905654600546076e-05
2024-09-01,Y58,Tirzepatide,Mounjaro KwikPen 5mg/0.6ml inj 2.4ml pre-filled pens,3863,4236.0,6130305,0.0006301480921422344
2025-01-01,Y61,Tirzepatide,Mounjaro KwikPen 15mg/0.6ml inj 2.4ml pre-filled pens,173,190.0,7336059,2.3582144036736892e-05
2025-03-01,Y60,Tirzepatide,Tirzepatide 15mg/0.6ml inj 2.4ml pf dispos dev,332,382.0,12018637,2.7623764658172138e-05
2024-08-01,Y60,Tirzepatide,Tirzepatide 15mg/0.6ml inj 2.4ml pf dispos dev,22,42.0,11957938,1.839782076140552e-06
2024-03-01,Y61,Tirzepatide,Mounjaro KwikPen 5mg/0.6ml inj 2.4ml pre-filled pens,22,37.0,7271415,3.0255459219422904e-06
2025-05-01,Y60,Tirzepatide,Tirzepatide 15mg/0.6ml inj 2.4ml pf dispos dev,462,503.0,12021740,3.843037696706134e-05
2024-03-01,Y56,Tirzepatide,Tirzepatide 5mg/0.5ml inj pre-filled disposable devices,5,20.0,11015462,4.539074257620788e-07
2024-07-01,Y56,Tirzepatide,Tirzepatide 12.5mg/0.6ml inj 2.4ml pf dispos dev,5,6.0,11045722,4.526639363185132e-07
2024-10-01,Y61,Tirzepatide,Mounjaro KwikPen 2.5mg/0.6ml inj 2.4ml pre-filled pens,2391,2644.0,7316007,0.00032681762059549695
2024-10-01,Y58,Tirzepatide,Tirzepatide 12.5mg/0.6ml inj 2.4ml pf dispos dev,51,53.0,6138805,8.307805835174761e-06
2024-11-01,Y60,Tirzepatide,Mounjaro KwikPen 7.5mg/0.6ml inj 2.4ml pre-filled pens,2610,2825.0,12001351,0.00021747551588150368
2024-11-01,Y58,Tirzepatide,Mounjaro KwikPen 15mg/0.6ml inj 2.4ml pre-filled pens,86,94.0,6145094,1.399490390220231e-05
2024-12-01,Y60,Tirzepatide,Tirzepatide 10mg/0.6ml inj 2.4ml pf dispos dev,581,680.0,12008375,4.838289943476949e-05
2025-02-01,Y56,Tirzepatide,Mounjaro KwikPen 5mg/0.6ml inj 2.4ml pre-filled pens,3515,4411.0,11117003,0.0003161823379916332
2025-03-01,Y60,Tirzepatide,Mounjaro KwikPen 15mg/0.6ml inj 2.4ml pre-filled pens,599,644.0,12018637,4.98392621392925e-05
2024-08-01,Y62,Tirzepatide,Mounjaro KwikPen 12.5mg/0.6ml inj 2.4ml pre-filled pens,17,21.0,7925048,2.1450974177064922e-06
2025-06-01,Y56,Tirzepatide,Tirzepatide 15mg/0.6ml inj 2.4ml pf dispos dev,437,553.0,11130730,3.9260677421876196e-05
2024-06-01,Y61,Tirzepatide,Tirzepatide 5mg/0.5ml inj pre-filled disposable devices,1,4.0,7292646,1.3712444015519196e-07
2024-06-01,Y63,Tirzepatide,Tirzepatide 2.5mg/0.5ml inj pre-filled disposable devices,4,16.0,9229501,4.333928779031499e-07
2024-10-01,Y62,Tirzepatide,Tirzepatide 15mg/0.6ml inj 2.4ml pf dispos dev,37,43.0,7946789,4.6559685931009365e-06
2024-12-01,Y59,Tirzepatide,Mounjaro KwikPen 15mg/0.6ml inj 2.4ml pre-filled pens,173,190.0,9875570,1.75179761775776e-05
2025-02-01,Y60,Tirzepatide,Tirzepatide 15mg/0.6ml inj 2.4ml pf dispos dev,264,306.0,12018023,2.1967007385490943e-05
2024-06-01,Y56,Tirzepatide,Mounjaro 2.5mg/0.5ml solution for injection pre-filled pens,4,16.0,11045840,3.6212728049654893e-07
2024-08-01,Y56,Tirzepatide,Mounjaro KwikPen 15mg/0.6ml inj 2.4ml pre-filled pens,8,11.0,11031060,7.252249557159512e-07
2024-03-01,Y58,Tirzepatide,Tirzepatide 2.5mg/0.5ml inj pre-filled disposable devices,23,77.0,6114464,3.761572559753398e-06
2025-04-01,Y60,Tirzepatide,Mounjaro KwikPen 5mg/0.6ml inj 2.4ml pre-filled pens,16567,17913.0,12021227,0.0013781455087737717
2024-11-01,Y56,Tirzepatide,Mounjaro KwikPen 5mg/0.6ml inj 2.4ml pre-filled pens,2873,3564.0,11098349,0.000258867332429355
2024-08-01,Y59,Tirzepatide,Mounjaro KwikPen 12.5mg/0.6ml inj 2.4ml pre-filled pens,23,31.0,9839847,2.3374347182430783e-06
2025-06-01,Y62,Tirzepatide,Tirzepatide 12.5mg/0.6ml inj 2.4ml pf dispos dev,387,408.0,7976439,4.851789125448085e-05
2024-10-01,Y56,Tirzepatide,Tirzepatide 7.5mg/0.6ml inj 2.4ml pf dispos dev,451,558.0,11073203,4.072895620174217e-05
2024-10-01,Y59,Tirzepatide,Mounjaro KwikPen 10mg/0.6ml inj 2.4ml pre-filled pens,516,606.0,9857536,5.2345738326494575e-05
2024-02-01,Y58,Tirzepatide,Tirzepatide 2.5mg/0.5ml inj pre-filled disposable devices,12,42.0,6111768,1.963425313264509e-06
2024-02-01,Y60,Tirzepatide,Mounjaro KwikPen 2.5mg/0.6ml inj 2.4ml pre-filled pens,33,45.0,11897588,2.773671436597065e-06
2024-11-01,Y56,Tirzepatide,Tirzepatide 12.5mg/0.6ml inj 2.4ml pf dispos dev,67,78.0,11098349,6.03693396197939e-06
2025-02-01,Y62,Tirzepatide,Tirzepatide 5mg/0.6ml inj 2.4ml pf dispos dev,2598,2882.0,7969966,0.0003259737870901833
2024-09-01,Y59,Tirzepatide,Mounjaro KwikPen 12.5mg/0.6ml inj 2.4ml pre-filled pens,34,42.0,9845426,3.453380280345411e-06
2024-06-01,Y63,Tirzepatide,Mounjaro 2.5mg/0.5ml solution for injection pre-filled pens,15,50.0,9229501,1.6252232921368123e-06
2024-08-01,Y62,Tirzepatide,Tirzepatide 2.5mg/0.6ml inj 2.4ml pf dispos dev,940,1157.0,7925048,0.00011861126897906486
2025-04-01,Y56,Tirzepatide,Mounjaro KwikPen 12.5mg/0.6ml inj 2.4ml pre-filled pens,267,304.0,11124285,2.4001542571050635e-05
2024-10-01,Y63,Tirzepatide,Tirzepatide 5mg/0.5ml inj pre-filled disposable devices,1,4.0,9256322,1.0803427106360388e-07
2024-07-01,Y61,Tirzepatide,Mounjaro KwikPen 15mg/0.6ml inj 2.4ml pre-filled pens,4,4.0,7299401,5.479901707003081e-07
2024-02-01,Y56,Tirzepatide,Tirzepatide 2.5mg/0.5ml inj pre-filled disposable devices,7,32.0,11014884,6.355037420276056e-07
2024-11-01,Y63,Tirzepatide,Tirzepatide 5mg/0.5ml inj pre-filled disposable devices,1,4.0,9268562,1.0789160173929894e-07
2024-02-01,Y58,Tirzepatide,Tirzepatide 2.5mg/0.6ml inj 2.4ml pf dispos dev,5,5.0,6111768,8.180938805268786e-07
2024-05-01,Y63,Tirzepatide,Mounjaro KwikPen 5mg/0.6ml inj 2.4ml pre-filled pens,1247,1422.0,9225693,0.00013516599782802225
2024-11-01,Y62,Tirzepatide,Tirzepatide 12.5mg/0.6ml inj 2.4ml pf dispos dev,87,94.0,7958342,1.0931925267851018e-05
2024-09-01,Y62,Tirzepatide,Mounjaro KwikPen 15mg/0.6ml inj 2.4ml pre-filled pens,28,38.0,7930980,3.530459035327286e-06
2024-12-01,Y63,Tirzepatide,Tirzepatide 12.5mg/0.6ml inj 2.4ml pf dispos dev,31,38.0,9274268,3.3425818619863044e-06
2024-10-01,Y61,Tirzepatide,Mounjaro 5mg/0.5ml solution for injection pre-filled pens,1,2.0,7316007,1.3668658326871475e-07
2024-08-01,Y63,Tirzepatide,Tirzepatide 15mg/0.6ml inj 2.4ml pf dispos dev,12,13.0,9236082,1.2992522153874337e-06
2025-04-01,Y61,Tirzepatide,Tirzepatide 7.5mg/0.6ml inj 2.4ml pf dispos dev,1107,1168.0,7342352,0.00015076912684109942
2024-08-01,Y63,Tirzepatide,Mounjaro 2.5mg/0.5ml solution for injection pre-filled pens,5,18.0,9236082,5.41355089744764e-07
2024-12-01,Y63,Tirzepatide,Mounjaro 2.5mg/0.5ml solution for injection pre-filled pens,1,1.0,9274268,1.0782522135439691e-07
2024-05-01,Y56,Tirzepatide,Mounjaro KwikPen 2.5mg/0.6ml inj 2.4ml pre-filled pens,524,675.0,11034189,4.74887642399455e-05
2024-05-01,Y61,Tirzepatide,Tirzepatide 2.5mg/0.5ml inj pre-filled disposable devices,11,43.0,7287451,1.50944411152816e-06
2024-09-01,Y56,Tirzepatide,Tirzepatide 7.5mg/0.6ml inj 2.4ml pf dispos dev,272,346.0,11051350,2.461237767331593e-05
2025-03-01,Y63,Tirzepatide,Tirzepatide 2.5mg/0.6ml inj 2.4ml pf dispos dev,913,1028.0,9275864,9.842748880319936e-05
2024-06-01,Y62,Tirzepatide,Mounjaro KwikPen 7.5mg/0.6ml inj 2.4ml pre-filled pens,99,104.0,7913412,1.2510406383491723e-05
2024-08-01,Y62,Tirzepatide,Mounjaro 2.5mg/0.5ml solution for injection pre-filled pens,1,4.0,7925048,1.2618220104155835e-07
2024-10-01,Y56,Tirzepatide,Mounjaro KwikPen 2.5mg/0.6ml inj 2.4ml pre-filled pens,1827,2180.0,11073203,0.00016499291126515064
2024-10-01,Y59,Tirzepatide,Mounjaro KwikPen 15mg/0.6ml inj 2.4ml pre-filled pens,64,71.0,9857536,6.492494676154366e-06
2024-05-01,Y58,Tirzepatide,Mounjaro KwikPen 2.5mg/0.6ml inj 2.4ml pre-filled pens,1256,1311.0,6122470,0.000205145962332196
2024-11-01,Y56,Tirzepatide,Tirzepatide 7.5mg/0.6ml inj 2.4ml pf dispos dev,538,632.0,11098349,4.84756786797748e-05
2024-11-01,Y62,Tirzepatide,Tirzepatide 2.5mg/0.6ml inj 2.4ml pf dispos dev,1142,1334.0,7958342,0.00014349722592972255
2024-12-01,Y61,Tirzepatide,Tirzepatide 5mg/0.6ml inj 2.4ml pf dispos dev,1579,1815.0,7332577,0.00021534039124307866
2024-12-01,Y58,Tirzepatide,Mounjaro KwikPen 7.5mg/0.6ml inj 2.4ml pre-filled pens,1169,1254.0,6149594,0.0001900938500980715
2024-12-01,Y56,Tirzepatide,Mounjaro KwikPen 10mg/0.6ml inj 2.4ml pre-filled pens,484,585.0,11103147,4.359124489660454e-05
2024-07-01,Y61,Tirzepatide,Tirzepatide 12.5mg/0.6ml inj 2.4ml pf dispos dev,6,7.0,7299401,8.219852560504622e-07
2025-01-01,Y56,Tirzepatide,Tirzepatide 2.5mg/0.6ml inj 2.4ml pf dispos dev,1505,1897.0,11108527,0.0001354815089345329
2025-02-01,Y60,Tirzepatide,Tirzepatide 12.5mg/0.6ml inj 2.4ml pf dispos dev,213,231.0,12018023,1.7723380958748372e-05
2024-03-01,Y60,Tirzepatide,Tirzepatide 5mg/0.5ml inj pre-filled disposable devices,19,73.0,11908996,1.5954325620732427e-06
2025-06-01,Y60,Tirzepatide,Tirzepatide 10mg/0.6ml inj 2.4ml pf dispos dev,1327,1436.0,12023842,0.0001103640583434147
2024-07-01,Y61,Tirzepatide,Mounjaro KwikPen 10mg/0.6ml inj 2.4ml pre-filled pens,95,114.0,7299401,1.3014766554132318e-05
2024-07-01,Y62,Tirzepatide,Mounjaro KwikPen 12.5mg/0.6ml inj 2.4ml pre-filled pens,7,8.0,7919488,8.838955245591634e-07
2025-01-01,Y58,Tirzepatide,Tirzepatide 10mg/0.6ml inj 2.4ml pf dispos dev,435,476.0,6150482,7.072616422582815e-05
2025-03-01,Y62,Tirzepatide,Mounjaro KwikPen 2.5mg/0.6ml inj 2.4ml pre-filled pens,2677,2869.0,7970396,0.00033586787908655984
2025-05-01,Y56,Tirzepatide,Mounjaro KwikPen 2.5mg/0.6ml inj 2.4ml pre-filled pens,2241,2551.0,11122723,0.00020147943988176276
2025-04-01,Y56,Tirzepatide,Mounjaro KwikPen 7.5mg/0.6ml inj 2.4ml pre-filled pens,1648,1897.0,11124285,0.00014814435264828257
2024-05-01,Y60,Tirzepatide,Mounjaro KwikPen 5mg/0.6ml inj 2.4ml pre-filled pens,1837,2103.0,11935664,0.00015390848804054807
2024-07-01,Y56,Tirzepatide,Mounjaro KwikPen 5mg/0.6ml inj 2.4ml pre-filled pens,1111,1416.0,11045722,0.00010058192664997362
2024-09-01,Y59,Tirzepatide,Tirzepatide 5mg/0.5ml inj pre-filled disposable devices,4,10.0,9845426,4.0628003298181306e-07
2024-06-01,Y60,Tirzepatide,Mounjaro 2.5mg/0.5ml solution for injection pre-filled pens,17,53.0,11944759,1.4232183336641618e-06
2025-06-01,Y63,Tirzepatide,Tirzepatide 15mg/0.6ml inj 2.4ml pf dispos dev,169,183.0,9273184,1.8224592545559325e-05
2025-04-01,Y59,Tirzepatide,Tirzepatide 12.5mg/0.6ml inj 2.4ml pf dispos dev,225,249.0,9884038,2.2763975614015243e-05
2024-11-01,Y62,Tirzepatide,Tirzepatide 10mg/0.6ml inj 2.4ml pf dispos dev,289,328.0,7958342,3.6314096579413146e-05
2024-11-01,Y62,Tirzepatide,Tirzepatide 5mg/0.6ml inj 2.4ml pf dispos dev,2131,2436.0,7958342,0.00026776934190563814
2024-09-01,Y60,Tirzepatide,Tirzepatide 15mg/0.6ml inj 2.4ml pf dispos dev,29,43.0,11966601,2.423411627077731e-06
2024-09-01,Y59,Tirzepatide,Tirzepatide 15mg/0.6ml inj 2.4ml pf dispos dev,21,32.0,9845426,2.1329701731545186e-06
2025-01-01,Y56,Tirzepatide,Tirzepatide 5mg/0.6ml inj 2.4ml pf dispos dev,2840,3634.0,11108527,0.0002556594587203146
2025-03-01,Y62,Tirzepatide,Tirzepatide 12.5mg/0.6ml inj 2.4ml pf dispos dev,218,231.0,7970396,2.7351213164314545e-05
2024-04-01,Y61,Tirzepatide,Mounjaro KwikPen 2.5mg/0.6ml inj 2.4ml pre-filled pens,600,695.0,7276535,8.245682869662552e-05
2024-03-01,Y60,Tirzepatide,Mounjaro KwikPen 2.5mg/0.6ml inj 2.4ml pre-filled pens,307,358.0,11908996,2.5778831397709764e-05
2024-03-01,Y59,Tirzepatide,Mounjaro KwikPen 2.5mg/0.6ml inj 2.4ml pre-filled pens,181,203.0,9799950,1.8469481987152994e-05
2025-05-01,Y59,Tirzepatide,Tirzepatide 5mg/0.6ml inj 2.4ml pf dispos dev,3582,4372.0,9885194,0.00036236011149604145
2024-10-01,Y63,Tirzepatide,Mounjaro KwikPen 10mg/0.6ml inj 2.4ml pre-filled pens,297,320.0,9256322,3.208617850589035e-05
2024-02-01,Y60,Tirzepatide,Mounjaro 5mg/0.5ml solution for injection pre-filled pens,7,16.0,11897588,5.883545471569531e-07
2024-05-01,Y58,Tirzepatide,Mounjaro KwikPen 5mg/0.6ml inj 2.4ml pre-filled pens,947,1023.0,6122470,0.0001546761356119344
2024-05-01,Y62,Tirzepatide,Tirzepatide 2.5mg/0.6ml inj 2.4ml pf dispos dev,560,800.0,7906980,7.082350024914695e-05
2024-07-01,Y60,Tirzepatide,Tirzepatide 7.5mg/0.6ml inj 2.4ml pf dispos dev,252,332.0,11953078,2.108243583786536e-05
2024-07-01,Y62,Tirzepatide,Mounjaro KwikPen 7.5mg/0.6ml inj 2.4ml pre-filled pens,217,226.0,7919488,2.7400761261334066e-05
2024-11-01,Y58,Tirzepatide,Tirzepatide 15mg/0.6ml inj 2.4ml pf dispos dev,48,52.0,6145094,7.811109154717568e-06
2025-02-01,Y59,Tirzepatide,Tirzepatide 5mg/0.5ml inj pre-filled disposable devices,2,8.0,9882898,2.0236979072332832e-07
2025-05-01,Y59,Tirzepatide,Tirzepatide 2.5mg/0.6ml inj 2.4ml pf dispos dev,1537,1787.0,9885194,0.0001554850618005069
2025-04-01,Y59,Tirzepatide,Mounjaro KwikPen 15mg/0.6ml inj 2.4ml pre-filled pens,411,483.0,9884038,4.1582195454934514e-05
2025-04-01,Y60,Tirzepatide,Mounjaro KwikPen 12.5mg/0.6ml inj 2.4ml pre-filled pens,723,782.0,12021227,6.014361096417196e-05
